risk_id,shipment_id,weather_score,traffic_score,congestion_score,transport_score,external_event_score,historical_score,shipment_characteristics_score,overall_risk_score,risk_level,sla_breach_probability,expected_delay_minutes,created_at
RISK00706,CURR00706,5.87,1.02,5.75,1.0,1.0,10.0,1,3.83,MEDIUM,0.488,91,2026-07-01T00:00:00
RISK00707,CURR00707,7.95,5.45,3.16,1.25,3.54,10.0,3,4.88,MEDIUM,0.753,95,2026-07-01T00:00:00
RISK00708,CURR00708,3.88,7.19,4.28,1.0,3.39,10.0,1,4.3,MEDIUM,0.543,153,2026-07-01T00:00:00
RISK00709,CURR00709,3.07,1.13,1.0,1.0,3.33,10.0,1,2.57,LOW,0.347,62,2026-07-01T00:00:00
RISK00710,CURR00710,8.12,1.0,5.03,1.0,1.29,10.0,1,4.16,MEDIUM,0.531,68,2026-07-01T00:00:00
RISK00711,CURR00711,1.46,2.44,4.53,1.0,3.83,10.0,1,3.2,MEDIUM,0.379,34,2026-07-01T00:00:00
RISK00712,CURR00712,5.53,1.0,3.88,1.0,2.5,10.0,3,3.73,MEDIUM,0.446,84,2026-07-01T00:00:00
RISK00713,CURR00713,7.46,6.3,1.0,1.0,1.0,10.0,1,3.99,MEDIUM,0.539,18,2026-07-01T00:00:00
RISK00714,CURR00714,1.0,4.64,2.67,1.0,1.73,10.0,3,3.05,MEDIUM,0.375,70,2026-07-01T00:00:00
RISK00715,CURR00715,2.82,1.55,5.91,1.0,1.65,10.0,1,3.39,MEDIUM,0.396,37,2026-07-01T00:00:00
RISK00716,CURR00716,6.64,5.7,4.71,1.0,2.89,7.2,3,4.58,MEDIUM,0.593,128,2026-07-01T00:00:00
RISK00717,CURR00717,2.09,4.81,2.12,1.0,3.93,10.0,1,3.21,MEDIUM,0.396,29,2026-07-01T00:00:00
RISK00718,CURR00718,8.12,1.93,3.08,1.0,2.71,10.0,1,4.05,MEDIUM,0.553,72,2026-07-01T00:00:00
RISK00719,CURR00719,4.07,6.78,1.0,1.0,1.04,10.0,1,3.39,MEDIUM,0.424,98,2026-07-01T00:00:00
RISK00720,CURR00720,8.54,5.09,3.26,1.0,1.0,10.0,1,4.47,MEDIUM,0.598,110,2026-07-01T00:00:00
RISK00721,CURR00721,1.0,6.71,2.24,1.0,1.74,10.0,1,3.08,MEDIUM,0.355,28,2026-07-01T00:00:00
RISK00722,CURR00722,8.53,2.26,4.91,1.0,2.97,10.0,1,4.57,MEDIUM,0.615,37,2026-07-01T00:00:00
RISK00723,CURR00723,1.98,5.39,4.53,1.25,2.25,9.6,1,3.58,MEDIUM,0.545,148,2026-07-01T00:00:00
RISK00724,CURR00724,4.02,5.03,3.16,1.0,1.8,10.0,1,3.62,MEDIUM,0.457,51,2026-07-01T00:00:00
RISK00725,CURR00725,8.34,6.51,2.38,1.0,2.49,10.0,1,4.62,MEDIUM,0.627,110,2026-07-01T00:00:00
RISK00726,CURR00726,3.38,6.87,6.87,1.0,1.94,10.0,3,4.72,MEDIUM,0.608,108,2026-07-01T00:00:00
RISK00727,CURR00727,2.82,5.23,1.43,1.0,1.0,10.0,1,2.98,LOW,0.433,56,2026-07-01T00:00:00
RISK00728,CURR00728,8.16,6.36,5.55,1.0,3.15,10.0,3,5.46,HIGH,0.695,175,2026-07-01T00:00:00
RISK00729,CURR00729,7.37,2.94,3.93,2.5,2.32,10.0,1,4.41,MEDIUM,0.801,140,2026-07-01T00:00:00
RISK00730,CURR00730,1.0,5.28,1.93,1.0,1.12,10.0,3,2.94,LOW,0.31,13,2026-07-01T00:00:00
RISK00731,CURR00731,1.99,2.33,1.76,1.0,3.05,10.0,1,2.65,LOW,0.324,20,2026-07-01T00:00:00
RISK00732,CURR00732,1.64,5.06,1.0,1.0,3.46,10.0,1,2.88,LOW,0.368,41,2026-07-01T00:00:00
RISK00733,CURR00733,3.15,1.0,1.0,1.0,1.32,10.0,1,2.36,LOW,0.338,70,2026-07-01T00:00:00
RISK00734,CURR00734,8.44,4.77,3.23,1.0,2.16,10.0,1,4.52,MEDIUM,0.681,115,2026-07-01T00:00:00
RISK00735,CURR00735,3.88,7.11,3.09,1.0,1.13,10.0,1,3.82,MEDIUM,0.483,71,2026-07-01T00:00:00
RISK00736,CURR00736,1.66,6.86,1.0,1.0,1.0,7.8,1,2.69,LOW,0.378,81,2026-07-01T00:00:00
RISK00737,CURR00737,5.48,7.22,2.32,1.25,1.08,10.0,1,4.04,MEDIUM,0.645,180,2026-07-01T00:00:00
RISK00738,CURR00738,8.03,6.07,1.43,1.0,2.43,10.0,1,4.3,MEDIUM,0.594,37,2026-07-01T00:00:00
RISK00739,CURR00739,1.0,7.51,1.0,1.0,2.12,10.0,1,2.99,LOW,0.36,21,2026-07-01T00:00:00
RISK00740,CURR00740,5.85,7.98,4.21,1.25,2.87,10.0,1,4.78,MEDIUM,0.744,154,2026-07-01T00:00:00
RISK00741,CURR00741,4.71,1.32,2.95,1.0,2.53,10.0,1,3.23,MEDIUM,0.413,52,2026-07-01T00:00:00
RISK00742,CURR00742,1.78,3.64,4.54,1.0,1.13,10.0,3,3.37,MEDIUM,0.39,62,2026-07-01T00:00:00
RISK00743,CURR00743,6.81,1.0,3.0,1.0,1.0,10.0,1,3.46,MEDIUM,0.45,5,2026-07-01T00:00:00
RISK00744,CURR00744,4.87,4.72,6.43,1.0,3.81,10.0,1,4.6,MEDIUM,0.574,86,2026-07-01T00:00:00
RISK00745,CURR00745,4.56,4.36,1.0,1.0,1.56,10.0,3,3.37,MEDIUM,0.414,100,2026-07-01T00:00:00
RISK00746,CURR00746,3.16,3.79,5.21,1.0,1.71,7.9,1,3.45,MEDIUM,0.49,95,2026-07-01T00:00:00
RISK00747,CURR00747,5.97,7.69,4.13,2.5,2.21,10.0,1,4.87,MEDIUM,0.86,257,2026-07-01T00:00:00
RISK00748,CURR00748,8.32,5.94,3.58,1.0,2.03,10.0,1,4.72,MEDIUM,0.633,169,2026-07-01T00:00:00
RISK00749,CURR00749,1.97,1.27,6.58,1.0,1.0,10.0,1,3.25,MEDIUM,0.364,27,2026-07-01T00:00:00
RISK00750,CURR00750,7.97,4.04,2.88,1.0,1.0,10.0,3,4.33,MEDIUM,0.54,128,2026-07-01T00:00:00
RISK00751,CURR00751,5.21,2.86,1.0,1.0,3.72,10.0,1,3.29,MEDIUM,0.436,58,2026-07-01T00:00:00
RISK00752,CURR00752,6.54,1.0,2.06,1.0,3.13,10.0,1,3.43,MEDIUM,0.44,130,2026-07-01T00:00:00
RISK00753,CURR00753,8.3,5.94,1.0,1.0,2.68,10.0,1,4.27,MEDIUM,0.58,156,2026-07-01T00:00:00
RISK00754,CURR00754,8.47,3.4,6.74,1.0,1.0,9.53,3,5.05,HIGH,0.624,46,2026-07-01T00:00:00
RISK00755,CURR00755,1.0,4.18,1.0,1.0,3.2,10.0,1,2.6,LOW,0.284,24,2026-07-01T00:00:00
RISK00756,CURR00756,8.96,6.62,3.02,1.0,1.0,10.0,1,4.74,MEDIUM,0.634,112,2026-07-01T00:00:00
RISK00757,CURR00757,7.03,1.0,5.78,1.0,3.62,10.0,1,4.32,MEDIUM,0.618,129,2026-07-01T00:00:00
RISK00758,CURR00758,4.46,1.0,1.1,1.0,2.33,9.53,1,2.7,LOW,0.339,16,2026-07-01T00:00:00
RISK00759,CURR00759,7.54,5.5,1.0,2.5,3.08,10.0,1,4.32,MEDIUM,0.822,247,2026-07-01T00:00:00
RISK00760,CURR00760,2.4,1.0,1.0,1.0,1.57,9.38,1,2.17,LOW,0.246,11,2026-07-01T00:00:00
RISK00761,CURR00761,5.76,5.36,2.2,1.0,1.18,10.0,1,3.76,MEDIUM,0.559,133,2026-07-01T00:00:00
RISK00762,CURR00762,1.0,3.33,6.01,1.0,2.08,10.0,3,3.56,MEDIUM,0.356,24,2026-07-01T00:00:00
RISK00763,CURR00763,1.94,3.08,3.48,1.0,1.0,8.1,1,2.71,LOW,0.385,66,2026-07-01T00:00:00
RISK00764,CURR00764,5.46,4.96,4.62,1.0,1.0,10.0,1,4.11,MEDIUM,0.509,91,2026-07-01T00:00:00
RISK00765,CURR00765,1.0,2.84,5.17,1.0,1.95,10.0,3,3.3,MEDIUM,0.334,82,2026-07-01T00:00:00
RISK00766,CURR00766,2.26,3.68,2.03,1.0,3.52,8.1,1,2.82,LOW,0.359,48,2026-07-01T00:00:00
RISK00767,CURR00767,1.82,1.0,3.28,1.0,2.71,10.0,1,2.69,LOW,0.367,38,2026-07-01T00:00:00
RISK00768,CURR00768,2.58,1.0,1.0,1.0,2.96,10.0,1,2.41,LOW,0.301,29,2026-07-01T00:00:00
RISK00769,CURR00769,1.0,5.7,4.77,1.0,1.0,10.0,1,3.36,MEDIUM,0.367,100,2026-07-01T00:00:00
RISK00770,CURR00770,1.0,3.61,1.0,1.0,3.82,10.0,1,2.57,LOW,0.294,8,2026-07-01T00:00:00
RISK00771,CURR00771,8.13,7.76,5.58,1.0,3.64,10.0,1,5.52,HIGH,0.733,132,2026-07-01T00:00:00
RISK00772,CURR00772,8.58,2.72,1.02,1.0,3.9,10.0,1,3.97,MEDIUM,0.56,189,2026-07-01T00:00:00
RISK00773,CURR00773,1.41,7.96,3.77,1.0,1.0,10.0,1,3.58,MEDIUM,0.418,74,2026-07-01T00:00:00
RISK00774,CURR00774,5.82,1.34,1.84,1.0,3.85,10.0,1,3.37,MEDIUM,0.451,35,2026-07-01T00:00:00
RISK00775,CURR00775,2.31,1.0,5.91,1.0,3.82,10.0,1,3.43,MEDIUM,0.405,103,2026-07-01T00:00:00
RISK00776,CURR00776,4.77,3.29,6.34,1.0,3.68,10.0,3,4.53,MEDIUM,0.537,152,2026-07-01T00:00:00
RISK00777,CURR00777,4.07,5.35,4.06,1.0,2.01,10.0,1,3.88,MEDIUM,0.482,46,2026-07-01T00:00:00
RISK00778,CURR00778,2.22,1.78,4.23,1.0,1.0,10.0,1,2.91,LOW,0.334,25,2026-07-01T00:00:00
RISK00779,CURR00779,1.85,6.98,1.0,2.5,1.0,10.0,1,3.19,MEDIUM,0.643,172,2026-07-01T00:00:00
RISK00780,CURR00780,8.34,3.29,1.0,1.0,2.99,10.0,1,3.91,MEDIUM,0.533,97,2026-07-01T00:00:00
RISK00781,CURR00781,8.52,1.36,1.66,1.0,1.0,10.0,3,3.79,MEDIUM,0.498,103,2026-07-01T00:00:00
RISK00782,CURR00782,1.0,6.2,2.91,1.0,3.51,9.6,1,3.27,MEDIUM,0.446,62,2026-07-01T00:00:00
RISK00783,CURR00783,3.69,2.41,1.0,1.0,1.55,10.0,1,2.7,LOW,0.332,57,2026-07-01T00:00:00
RISK00784,CURR00784,2.83,1.0,2.1,1.0,4.0,10.0,1,2.79,LOW,0.329,13,2026-07-01T00:00:00
RISK00785,CURR00785,2.19,4.88,1.0,1.25,2.41,10.0,1,2.9,LOW,0.466,101,2026-07-01T00:00:00
RISK00786,CURR00786,7.03,6.18,1.0,1.0,1.14,9.0,1,3.8,MEDIUM,0.571,77,2026-07-01T00:00:00
RISK00787,CURR00787,6.78,4.75,1.0,1.0,3.05,10.0,3,4.02,MEDIUM,0.511,137,2026-07-01T00:00:00
RISK00788,CURR00788,2.72,3.87,6.51,1.25,1.83,10.0,1,3.9,MEDIUM,0.575,128,2026-07-01T00:00:00
RISK00789,CURR00789,2.92,2.13,2.44,1.0,3.03,10.0,1,2.94,LOW,0.365,64,2026-07-01T00:00:00
RISK00790,CURR00790,4.95,6.25,2.18,1.0,2.12,10.0,3,4.03,MEDIUM,0.513,114,2026-07-01T00:00:00
RISK00791,CURR00791,1.14,2.85,6.78,1.0,2.93,10.0,1,3.55,MEDIUM,0.403,61,2026-07-01T00:00:00
RISK00792,CURR00792,1.75,2.7,6.28,1.25,3.9,10.0,1,3.69,MEDIUM,0.558,139,2026-07-01T00:00:00
RISK00793,CURR00793,2.85,1.0,5.22,1.0,2.81,9.6,1,3.26,MEDIUM,0.447,73,2026-07-01T00:00:00
RISK00794,CURR00794,1.0,2.85,1.0,1.0,3.03,6.83,1,2.06,LOW,0.22,12,2026-07-01T00:00:00
RISK00795,CURR00795,1.03,6.05,1.0,1.0,1.0,10.0,1,2.66,LOW,0.292,30,2026-07-01T00:00:00
RISK00796,CURR00796,3.71,5.9,1.0,2.5,1.0,10.0,1,3.4,MEDIUM,0.638,182,2026-07-01T00:00:00
RISK00797,CURR00797,5.56,6.32,1.0,1.0,1.58,9.4,1,3.61,MEDIUM,0.543,70,2026-07-01T00:00:00
RISK00798,CURR00798,3.21,4.88,1.0,1.0,1.0,9.38,1,2.86,LOW,0.344,59,2026-07-01T00:00:00
RISK00799,CURR00799,5.76,3.97,1.0,1.25,1.0,10.0,1,3.33,MEDIUM,0.541,87,2026-07-01T00:00:00
RISK00800,CURR00800,1.0,5.89,1.19,1.25,3.78,8.03,1,2.79,LOW,0.442,103,2026-07-01T00:00:00
RISK00801,CURR00801,1.08,3.07,4.31,1.0,1.0,10.0,1,2.89,LOW,0.383,68,2026-07-01T00:00:00
RISK00802,CURR00802,1.0,1.52,3.88,1.0,3.22,10.0,3,2.98,LOW,0.292,14,2026-07-01T00:00:00
RISK00803,CURR00803,6.38,1.37,4.26,1.0,3.96,9.38,3,4.12,MEDIUM,0.513,125,2026-07-01T00:00:00
RISK00804,CURR00804,3.73,1.0,5.25,1.0,3.29,10.0,3,3.73,MEDIUM,0.426,43,2026-07-01T00:00:00
RISK00805,CURR00805,7.07,6.8,3.39,1.25,1.0,10.0,1,4.5,MEDIUM,0.714,156,2026-07-01T00:00:00
RISK00806,CURR00806,4.59,6.93,4.02,1.0,1.0,9.1,1,4.02,MEDIUM,0.501,79,2026-07-01T00:00:00
RISK00807,CURR00807,7.25,4.63,6.95,1.0,2.57,10.0,1,5.04,HIGH,0.655,165,2026-07-01T00:00:00
RISK00808,CURR00808,5.96,5.1,5.62,1.0,2.92,10.0,1,4.62,MEDIUM,0.594,129,2026-07-01T00:00:00
RISK00809,CURR00809,1.0,4.77,1.0,1.0,3.35,10.0,1,2.7,LOW,0.31,24,2026-07-01T00:00:00
RISK00810,CURR00810,1.57,5.38,1.0,1.0,1.03,10.0,1,2.67,LOW,0.318,55,2026-07-01T00:00:00
RISK00811,CURR00811,8.28,1.34,1.0,1.0,3.64,10.0,1,3.67,MEDIUM,0.514,115,2026-07-01T00:00:00
RISK00812,CURR00812,8.71,2.81,6.31,1.0,3.33,10.0,1,5.01,HIGH,0.664,197,2026-07-01T00:00:00
RISK00813,CURR00813,5.4,7.85,6.3,1.0,1.0,10.0,1,4.87,MEDIUM,0.671,162,2026-07-01T00:00:00
RISK00814,CURR00814,7.5,7.05,4.9,2.5,2.36,10.0,1,5.25,HIGH,0.917,178,2026-07-01T00:00:00
RISK00815,CURR00815,6.61,2.03,3.6,1.0,1.64,10.0,1,3.76,MEDIUM,0.494,104,2026-07-01T00:00:00
RISK00816,CURR00816,7.9,6.13,4.69,1.0,1.0,10.0,1,4.79,MEDIUM,0.625,105,2026-07-01T00:00:00
RISK00817,CURR00817,7.54,6.68,1.0,1.0,3.14,10.0,1,4.27,MEDIUM,0.578,48,2026-07-01T00:00:00
RISK00818,CURR00818,6.18,1.0,1.42,1.0,1.9,9.95,1,3.1,MEDIUM,0.466,60,2026-07-01T00:00:00
RISK00819,CURR00819,1.0,1.0,1.69,1.0,2.92,10.0,1,2.23,LOW,0.294,58,2026-07-01T00:00:00
RISK00820,CURR00820,4.81,5.9,1.43,1.0,2.11,10.0,3,3.79,MEDIUM,0.47,57,2026-07-01T00:00:00
RISK00821,CURR00821,7.74,7.73,1.0,1.0,1.06,7.65,3,4.23,MEDIUM,0.626,182,2026-07-01T00:00:00
RISK00822,CURR00822,1.82,7.96,2.44,1.0,1.2,10.0,1,3.42,MEDIUM,0.472,103,2026-07-01T00:00:00
RISK00823,CURR00823,5.25,6.22,1.0,1.0,1.67,10.0,1,3.6,MEDIUM,0.527,174,2026-07-01T00:00:00
RISK00824,CURR00824,3.7,3.4,3.97,1.0,1.0,10.0,1,3.39,MEDIUM,0.477,152,2026-07-01T00:00:00
RISK00825,CURR00825,8.18,2.04,2.22,1.0,1.66,10.0,1,3.8,MEDIUM,0.522,141,2026-07-01T00:00:00
RISK00826,CURR00826,1.0,1.81,1.99,1.0,2.19,10.0,1,2.34,LOW,0.241,21,2026-07-01T00:00:00
RISK00827,CURR00827,3.9,2.99,1.0,1.0,1.71,1.0,1,1.95,LOW,0.32,63,2026-07-01T00:00:00
RISK00828,CURR00828,4.23,2.64,4.78,1.25,1.0,10.0,1,3.59,MEDIUM,0.549,130,2026-07-01T00:00:00
RISK00829,CURR00829,6.28,4.62,1.66,1.0,1.0,10.0,1,3.63,MEDIUM,0.466,52,2026-07-01T00:00:00
RISK00830,CURR00830,6.96,5.84,5.4,1.0,1.0,10.0,1,4.7,MEDIUM,0.595,94,2026-07-01T00:00:00
RISK00831,CURR00831,7.16,4.25,6.08,1.0,1.53,10.0,1,4.69,MEDIUM,0.605,98,2026-07-01T00:00:00
RISK00832,CURR00832,3.42,2.17,6.23,1.0,3.12,8.25,1,3.64,MEDIUM,0.51,104,2026-07-01T00:00:00
RISK00833,CURR00833,2.46,1.0,5.99,1.25,1.76,9.22,1,3.23,MEDIUM,0.491,143,2026-07-01T00:00:00
RISK00834,CURR00834,1.0,7.33,6.44,1.25,3.24,10.0,1,4.2,MEDIUM,0.582,78,2026-07-01T00:00:00
RISK00835,CURR00835,7.16,1.0,1.03,1.0,1.04,10.0,1,3.14,MEDIUM,0.418,51,2026-07-01T00:00:00
RISK00836,CURR00836,3.43,8.0,3.9,1.0,3.65,8.48,1,4.13,MEDIUM,0.527,96,2026-07-01T00:00:00
RISK00837,CURR00837,3.13,4.61,3.21,1.25,3.34,10.0,1,3.58,MEDIUM,0.566,113,2026-07-01T00:00:00
RISK00838,CURR00838,8.84,6.39,2.18,1.0,2.56,9.95,1,4.66,MEDIUM,0.639,96,2026-07-01T00:00:00
RISK00839,CURR00839,5.76,5.28,2.31,1.0,1.42,10.0,1,3.8,MEDIUM,0.495,124,2026-07-01T00:00:00
RISK00840,CURR00840,1.96,5.32,6.38,1.0,2.65,10.0,1,3.98,MEDIUM,0.463,94,2026-07-01T00:00:00
RISK00841,CURR00841,6.07,6.89,2.62,1.0,1.0,10.0,1,4.12,MEDIUM,0.596,83,2026-07-01T00:00:00
RISK00842,CURR00842,1.0,1.4,4.31,1.0,2.23,10.0,3,2.95,LOW,0.292,33,2026-07-01T00:00:00
RISK00843,CURR00843,5.9,4.61,4.11,1.0,1.28,8.1,1,3.88,MEDIUM,0.512,74,2026-07-01T00:00:00
RISK00844,CURR00844,6.28,5.87,2.46,1.25,3.79,10.0,1,4.29,MEDIUM,0.692,171,2026-07-01T00:00:00
RISK00845,CURR00845,6.6,3.96,1.33,1.0,2.12,10.0,1,3.64,MEDIUM,0.495,85,2026-07-01T00:00:00
RISK00846,CURR00846,5.04,7.17,5.46,1.0,3.61,10.0,1,4.79,MEDIUM,0.669,141,2026-07-01T00:00:00
RISK00847,CURR00847,3.81,3.97,1.75,1.0,2.26,10.0,1,3.18,MEDIUM,0.421,77,2026-07-01T00:00:00
RISK00848,CURR00848,5.62,5.3,1.0,1.0,1.45,9.95,1,3.51,MEDIUM,0.446,87,2026-07-01T00:00:00
RISK00849,CURR00849,1.31,7.5,3.0,1.0,2.3,10.0,1,3.47,MEDIUM,0.41,59,2026-07-01T00:00:00
RISK00850,CURR00850,4.8,4.7,5.62,1.25,3.76,10.0,1,4.45,MEDIUM,0.683,91,2026-07-01T00:00:00
RISK00851,CURR00851,1.81,4.81,1.09,1.25,2.39,10.0,1,2.83,LOW,0.478,128,2026-07-01T00:00:00
RISK00852,CURR00852,5.63,3.52,3.54,1.0,1.34,10.0,1,3.75,MEDIUM,0.555,154,2026-07-01T00:00:00
RISK00853,CURR00853,4.01,7.81,6.64,1.0,3.08,10.0,1,4.86,MEDIUM,0.602,98,2026-07-01T00:00:00
RISK00854,CURR00854,1.0,1.0,1.73,1.0,2.23,8.6,3,2.23,LOW,0.214,17,2026-07-01T00:00:00
RISK00855,CURR00855,2.75,2.92,3.63,1.0,3.94,10.0,1,3.36,MEDIUM,0.425,98,2026-07-01T00:00:00
RISK00856,CURR00856,3.66,1.73,1.0,2.5,1.0,10.0,1,2.77,LOW,0.562,168,2026-07-01T00:00:00
RISK00857,CURR00857,1.0,1.0,1.0,1.0,2.74,10.0,1,2.07,LOW,0.236,21,2026-07-01T00:00:00
RISK00858,CURR00858,1.79,6.84,5.41,1.0,1.14,10.0,1,3.83,MEDIUM,0.451,94,2026-07-01T00:00:00
RISK00859,CURR00859,5.79,1.26,3.41,1.0,1.0,10.0,1,3.38,MEDIUM,0.434,45,2026-07-01T00:00:00
RISK00860,CURR00860,8.09,3.04,2.44,1.25,1.81,10.0,1,4.03,MEDIUM,0.679,114,2026-07-01T00:00:00
RISK00861,CURR00861,7.89,7.29,4.18,1.0,2.4,8.6,1,4.86,MEDIUM,0.656,205,2026-07-01T00:00:00
RISK00862,CURR00862,3.2,1.05,1.0,1.0,3.6,7.92,1,2.4,LOW,0.309,37,2026-07-01T00:00:00
RISK00863,CURR00863,1.0,1.0,1.0,1.0,1.0,10.0,1,1.9,LOW,0.183,7,2026-07-01T00:00:00
RISK00864,CURR00864,4.34,5.47,2.3,1.0,1.0,7.92,1,3.29,MEDIUM,0.423,129,2026-07-01T00:00:00
RISK00865,CURR00865,5.25,1.69,3.48,1.0,1.09,10.0,1,3.36,MEDIUM,0.483,94,2026-07-01T00:00:00
RISK00866,CURR00866,4.23,4.49,3.52,1.0,3.11,10.0,1,3.78,MEDIUM,0.48,54,2026-07-01T00:00:00
RISK00867,CURR00867,2.87,1.0,2.02,1.0,3.65,10.0,1,2.74,LOW,0.338,65,2026-07-01T00:00:00
RISK00868,CURR00868,5.48,4.24,4.29,1.0,3.59,10.0,1,4.2,MEDIUM,0.543,156,2026-07-01T00:00:00
RISK00869,CURR00869,6.25,1.02,1.0,1.0,3.12,10.0,1,3.17,MEDIUM,0.422,92,2026-07-01T00:00:00
RISK00870,CURR00870,3.84,1.63,3.54,1.0,1.08,10.0,1,3.08,MEDIUM,0.439,129,2026-07-01T00:00:00
RISK00871,CURR00871,1.8,4.18,1.62,1.0,3.52,10.0,1,2.91,LOW,0.419,89,2026-07-01T00:00:00
RISK00872,CURR00872,2.0,1.0,3.39,1.25,1.57,10.0,3,2.87,LOW,0.415,124,2026-07-01T00:00:00
RISK00873,CURR00873,2.35,1.76,1.91,1.25,1.0,10.0,3,2.7,LOW,0.421,118,2026-07-01T00:00:00
RISK00874,CURR00874,1.95,4.03,5.58,1.0,2.51,10.0,1,3.61,MEDIUM,0.422,42,2026-07-01T00:00:00
RISK00875,CURR00875,6.01,7.0,4.76,2.5,1.0,10.0,1,4.78,MEDIUM,0.83,225,2026-07-01T00:00:00
RISK00876,CURR00876,4.66,4.82,6.02,1.0,1.0,10.0,1,4.21,MEDIUM,0.574,144,2026-07-01T00:00:00
RISK00877,CURR00877,8.65,3.06,6.64,1.0,1.71,10.0,1,4.94,MEDIUM,0.654,141,2026-07-01T00:00:00
RISK00878,CURR00878,3.93,6.25,6.96,1.0,1.0,10.0,1,4.47,MEDIUM,0.532,123,2026-07-01T00:00:00
RISK00879,CURR00879,4.65,7.14,2.5,1.0,2.38,10.0,1,3.99,MEDIUM,0.517,55,2026-07-01T00:00:00
RISK00880,CURR00880,4.83,6.37,1.85,1.0,2.24,10.0,1,3.77,MEDIUM,0.487,69,2026-07-01T00:00:00
RISK00881,CURR00881,1.81,6.21,2.1,1.0,2.92,10.0,1,3.26,MEDIUM,0.397,49,2026-07-01T00:00:00
RISK00882,CURR00882,1.0,1.0,5.63,1.0,3.63,10.0,3,3.29,MEDIUM,0.337,29,2026-07-01T00:00:00
RISK00883,CURR00883,1.0,1.66,4.06,1.0,2.75,10.0,1,2.79,LOW,0.297,42,2026-07-01T00:00:00
RISK00884,CURR00884,7.47,1.68,1.22,1.0,1.0,10.0,3,3.54,MEDIUM,0.454,104,2026-07-01T00:00:00
RISK00885,CURR00885,4.59,1.0,1.0,1.0,1.56,6.98,1,2.37,LOW,0.309,19,2026-07-01T00:00:00
RISK00886,CURR00886,5.84,5.78,6.67,1.0,1.05,10.0,1,4.72,MEDIUM,0.601,51,2026-07-01T00:00:00
RISK00887,CURR00887,3.51,1.62,4.26,1.25,1.0,10.0,1,3.18,MEDIUM,0.499,129,2026-07-01T00:00:00
RISK00888,CURR00888,7.78,4.74,5.65,1.0,1.73,10.0,1,4.82,MEDIUM,0.634,214,2026-07-01T00:00:00
RISK00889,CURR00889,2.04,4.81,6.4,1.0,1.0,10.0,1,3.76,MEDIUM,0.43,128,2026-07-01T00:00:00
RISK00890,CURR00890,6.45,2.18,3.41,1.0,1.5,10.0,1,3.7,MEDIUM,0.551,40,2026-07-01T00:00:00
RISK00891,CURR00891,5.14,1.29,1.59,1.0,2.19,7.9,1,2.8,LOW,0.382,62,2026-07-01T00:00:00
RISK00892,CURR00892,2.62,1.0,1.68,1.0,2.32,9.4,1,2.43,LOW,0.279,58,2026-07-01T00:00:00
RISK00893,CURR00893,2.81,5.58,4.62,1.0,2.12,7.58,1,3.54,MEDIUM,0.444,111,2026-07-01T00:00:00
RISK00894,CURR00894,3.66,4.74,1.0,1.0,1.6,10.0,1,3.05,MEDIUM,0.377,59,2026-07-01T00:00:00
RISK00895,CURR00895,1.41,2.56,2.31,1.0,3.01,10.0,1,2.68,LOW,0.316,28,2026-07-01T00:00:00
RISK00896,CURR00896,3.0,6.88,3.69,1.0,3.93,10.0,3,4.21,MEDIUM,0.515,132,2026-07-01T00:00:00
RISK00897,CURR00897,6.73,6.21,5.23,1.0,2.63,10.0,1,4.84,MEDIUM,0.626,91,2026-07-01T00:00:00
RISK00898,CURR00898,7.14,7.26,1.71,1.0,2.79,10.0,1,4.39,MEDIUM,0.594,124,2026-07-01T00:00:00
RISK00899,CURR00899,7.49,5.67,1.0,1.0,1.0,10.0,3,4.1,MEDIUM,0.528,73,2026-07-01T00:00:00
RISK00900,CURR00900,2.66,5.71,3.97,1.0,1.64,10.0,1,3.6,MEDIUM,0.441,104,2026-07-01T00:00:00
RISK00901,CURR00901,2.43,1.01,5.37,2.5,1.47,10.0,3,3.53,MEDIUM,0.611,211,2026-07-01T00:00:00
RISK00902,CURR00902,7.19,3.32,6.84,1.0,1.13,10.0,1,4.67,MEDIUM,0.592,144,2026-07-01T00:00:00
RISK00903,CURR00903,6.02,3.15,4.59,1.0,2.57,10.0,1,4.1,MEDIUM,0.57,35,2026-07-01T00:00:00
RISK00904,CURR00904,1.0,6.62,4.11,1.0,3.09,10.0,1,3.57,MEDIUM,0.414,92,2026-07-01T00:00:00
RISK00905,CURR00905,8.17,4.35,2.34,1.0,3.23,10.0,1,4.33,MEDIUM,0.592,63,2026-07-01T00:00:00
RISK00906,CURR00906,1.36,7.94,1.0,1.0,2.53,10.0,1,3.17,MEDIUM,0.457,64,2026-07-01T00:00:00
RISK00907,CURR00907,8.41,2.42,1.0,1.0,1.0,10.0,1,3.6,MEDIUM,0.476,35,2026-07-01T00:00:00
RISK00908,CURR00908,5.45,1.52,1.0,1.0,3.46,9.03,1,3.02,MEDIUM,0.399,93,2026-07-01T00:00:00
RISK00909,CURR00909,2.74,2.53,5.89,1.0,2.5,10.0,1,3.61,MEDIUM,0.499,58,2026-07-01T00:00:00
RISK00910,CURR00910,8.47,5.05,1.0,1.0,1.0,10.0,1,4.0,MEDIUM,0.558,32,2026-07-01T00:00:00
RISK00911,CURR00911,2.14,7.76,4.43,1.0,1.0,10.0,1,3.83,MEDIUM,0.456,76,2026-07-01T00:00:00
